code:::name
C0200101:::Alberta University, Canada
U0507401:::Albertus Magnus College, New Haven
U0523402:::Albion College, Albion, Michigan
U0539401:::Albright College, Reading, Penn
U0532101:::Albuquerque University, Albuquerque
U0525101:::Alcorn State University, Lorman, Miss
U0549401:::Alderson-Broaddus College, Philippi
E0200103:::Alexandria University, Egypt
U0533102:::Alfred University, Alfred, N.Y
U0401842:::Alice Ottley, Upper Tything
I0200156:::Aligarh Muslim University, India
I0200102:::Allahabad University, M.L.N. Medical College Allahabad
P0100115:::Allama Iqbal Medical College, Pakistan
U0539402:::Allegheny College, Meadville, Penn
U0539403:::Allentown College, St. Francais De Sales, Cen Velle
U0539404:::Alliance College, Cambridge Springs, Penn
M0101078:::Allianze University College of Medical Sciences ( AUCMS )
U0523403:::Alma College, Alma, Michigan
M0101072:::AlmaCrest International College
M0101197:::Al-Madinah International University
U0539405:::Alverna College, Reading, Penn
U0550401:::Alverno College, Milwaukee
U0522401:::American International College Springfield
U0500203:::American Registery Of Radiologic Tech' gist, USA
U0500202:::American Society Of Civil Engineers 
U0500201:::American Society Of Public Administration
U0509101:::American University, Washington D.C.
U0522402:::Amherst College, Amherst
M0101031:::AMP Photography Academy
I0200318:::Amritsar Dental College, Punjab, India
U0515401:::Anderson College, Anderson, Indiana
I0200105:::Andhra Predesh Agri. University, Hyderabad
I0200103:::Andhra University, Abdhra Medical College, Visakhapatnam
I0200104:::Andhra University, Guntur Medical College Guntur
U0523101:::Andrews University, Berrien Spring
U0500208:::Angelo State University Texas, USA
U0544101:::Angelo State University, San Angelo
U0401482:::Anglia College, UK
U0540418:::Anglia Ruskin University
T0800101:::Ankara University, Turki
U0522403:::Anna Maria College, Paxton, Mass
I0200902:::Annamalai University
U0507402:::Annhurst College, Woodstock, Conn.
U0536401:::Antioch College Yellow Spring, Ohio
J0200810:::Aoyama Gakuin University
M0100745:::Apdac
M0100763:::Apeca
U0402201:::Apothecarie's Hall Of Dublin
U0534101:::Appalachian State University, Boone
U0523404:::Aquinas College, Grand Rapids, Mich
U0516401:::Aquinas Institute Of Theology, Dubuque
U0401201:::Architectural Assoc. School London
J0200440:::Ariake Technical College, Japan
U0551119:::Arizona State University 
U0503101:::Arizona State University, Tempe
U0504401:::Arkansas College, Batesville
U0504301:::Arkansas Polytechnic College, Russellville
U0504101:::Arkansas State University
U0505401:::Armstrong College, Berkeley
U0511403:::Armstrong State  College, Savannah
U0505402:::Art Center College Of Design, Pasadena
J0200159:::Asahikawa Medical College, Japan
U0518401:::Asbury Colllege, Wilmore, Kentucky
M0100764:::Asean
MAL00027:::Asean Chartered Professional Engineer
I0200701:::Asean Dev. Fin. Institute & The asia Pacific, Bombay
M0100762:::Asean Food Handling Bureau
M0100702:::Asean Productivity Organisation
M0100538:::Asean- Sheffield Medical College (ASMC)
M0100703:::Asean Traning Board
MAL00031:::Aseana International College
U0401835:::Ashford School, Ashford, Kent
U0536402:::Ashland College, Ashland, Ohio
U0536125:::Ashland University, Ashland, Ohio
U0404409:::Ashville College Harrogate, UK
M0101094:::Asia e University (AeU)
M0101150:::Asia Metropolitan University
M0101092:::Asia Pacific University of Technology and Innovation
T0300302:::Asian Institute For Econ. Devt. & Planning
P0600401:::Asian Institute Of Management, Philippines
T0300301:::Asian Institute of Technical, Bnagkok
T0300103:::Asian Institute of Technology
I0200702:::Asian Pacific Centre, Chandiga, India
M0100755:::Asian Pacific Telecommunity
M0100761:::Asian Secretariat
M0100981:::Asian Tourism Institute
U0401858:::Askham Brtan College
E0200104:::Assiat University, Egypt
M0100771:::Asso. Of S.E.Asia (ASA)
U0401202:::Association Of Cert.Accountants
U0551209:::Association of Certified Fraud Examiners
U0401232:::Association Of Certified Secretaries
U0405037:::Association Of International Accountants (U.K.) 
U0522404:::Assumption College, Worcester, Mass
U0401101:::Aston University, Birmingham, UK
E0200105:::Asuit University, Egypt
P0600404:::Ateneo de Manila University
U0536901:::Athenaeum Of Ohio, Norwood, Ohio
U0501401:::Athens State College, Athens
C0200402:::Athouse College Of Edu., London, Canada
M0100737:::Atim
U0511404:::Atlanta School Of Art, Atlanta
U0511101:::Atlanta University, Atlanta, Ga
U0534401:::Atlantic Christ. College Wilson, Nc
U0522405:::Atlantic Union College S. Lancester
U0501106:::Auburn University, Auburn
U0501107:::Auburn University, Montgomery
N0400404:::Auckland Sec.Teachers College, N.Z
N0400408:::Auckland University of Technology
U0524401:::Augsburg College, Minneapolis, Minn
U0511405:::Augusta College, Augusta, Ga
U0514401:::Augustana College, Rock Island, Illinois
U0542401:::Augustana College, Sioux Falls, S.D 
U0514402:::Aurora College, Aurora, Illinois
U0544402:::Austin College, Sherman, Tex
U0543101:::Austin Peay State University, Clarksville
A0800301:::Australia College Of Radiologist
A0800302:::Australia Institute Of Radiotherapy
A0800326:::Australia Maritime College
A0800426:::Australia National Institute of Technical
A0800317:::Australian  School Of Nuclier Technical
A0800212:::Australian & New Zealand Soc. Of Nuclear Med., Australia
A0800902:::Australian Animal Technical Assoc.
A0800903:::Australian Bureau of Meteorology Training School
A0800901:::Australian Computer Society
A0800504:::Australian counter Diaster College, Australia
A0800409:::Australian Defence Force Academy, Canberra
A0800418:::Australian Forestry School, Canberra, Australia
A0800502:::Australian Institute Of Criminology, Canberra
A0800211:::Australian Institute Of Radiography, Australia
A0800201:::Australian Institute Of surveyors
A0800135:::Australian Institute of Technology Transfer
A0800202:::Australian Institute Of Valuers
A0800210:::Australian Land Surveyors Board
A0800203:::Australian Library Assosiation
A0800109:::Australian National University
A0800204:::Australian Soc. Of Accountants
A0800916:::Australian Transport Safety Bureau (ATSB)
U0532107:::Autonomous University Of The State Of Morelos
U0547401:::Averett College, Danville, Va
U0526401:::Avila College Kansas City, Missouri
U0505403:::Azusa Pacific College, Azusa
U0522406:::Babson College, Babson Park Mass
M0100584:::Badan Berkanun
M0100200:::Badan Ikhtisas Malaysia
U0401801:::Badminton School, UK
I0500101:::Baghdad University, Iraq
U0517101:::Baker University Baldwin City, Kansas
U0536403:::Baldwin-Wallace Colleg, Berea, Ohio
U0515101:::Ball State University, Muncie, Indiana
A0800314:::Ballarat College Of Adv.Education, Australia
A0800126:::Ballarat Universiy (Ballarat Coll. Of Adv.Edu)
U0404112:::Ballerbys College, UK
U0521101:::Baltimore University, Baltimore, Md
I0200106:::Banaras Hindu University, India
I0200107:::Bangalore University, India
B0300101:::Bangladesh Agri. University
U0404120:::Bangor Normal College
M0100701:::Bangsa-bangsa Bersatu
U0541417:::Baptist College At Charleston, South Carolina
U0541401:::Baptist College, Charleston, S.C
U0514403:::Barat College, Lake Forest, Illinois
U0534402:::Barber-Scotia College, Concord, N.C
U0533401:::Bard College, Annandale-On-Hudson
U0540401:::Barington College, Barrington, R.I
U0401301:::Barlett School Of Arch. & Plan.UK
U0401161:::Barnsley College
I0200108:::Baroda University, India
U0533458:::Baruch College, 17 Lexington Avenue, Box 339
U0401479:::Basil Paterson College, Sulfolk, UK
I0500102:::Basrah University, Iraq
U0520401:::Bates College, Lewiston, Maine
U0401901:::Bath Academy Of Art, UK
U0401102:::Bath University, Bath, UK
U0544301:::Baylor College Of Med, Houston, Tex
U0544102:::Baylor University, Waco, Tex
U0401505:::bbc London
U0401485:::Beach House College, UK
U0401483:::Beachlawn College, UK
U0539406:::Beaver College, Glenside, Penn
U0401805:::Bedford Modern School
U0401819:::Bedford School, UK
C0300102:::Beijing Foreign Studies University
C0300101:::Beijing Forestry University
C0300100:::Beijing Language and Culture University
C0300112:::Beijing University of Chinese Medicine
I0802101:::Belfast University, Ireland
U0525401:::Belhaven College, Jackson, Miss
U0518402:::Bellarmine College, Louisville, Kentucky
U0528401:::Bellevue College, Bellevue, Nebr.
U0534403:::Belmont Abbey College, Belmont, N.C
U0543401:::Belmont College, Nashville, Tenn
U0550402:::Beloit College, Beloit, Wis
U0524101:::Bemidji State University, Bermidji
A0800303:::Bendigo College Pf Advance Education, Australia
U0541402:::Benedict College, Columbia, S.C
U0517401:::Benedictine College, Atchison, Kansas
I0200301:::Bengal Veterinary College, India
U0534404:::Bennett College, Greensboro
U0546401:::Bennington College, Bennington, Vt
U0522407:::Bentley College, Waltham, Mass
U0518403:::Berea College, Berea, Kentucky
U0401811:::Berkhamsted School, UK
U0522408:::Berklee College Of Music, Boston
U0511406:::Berry College, Mt. Bery, Ga
G0300202:::Berufbildungszentrum Osthessen, Fulda
U0505404:::Bethany Bible College, Santa Cruz
U0549402:::Bethany College, Bethany, W, Va
U0517402:::Bethany College, Lindsborg, Kansas
U0537401:::Bethany Nazarene College, Okla
U0515402:::Bethel Co., Mishawaka, Indiana
U0543402:::Bethel College, Mckenzie, Tenn
U0517403:::Bethel College, N. Newton, Kansas
U0524402:::Bethel College, St. Paul, Minn
U0510401:::Bethunc-Cookman College Daytona Beach
I0200110:::Bihar University, Laheriasarai, India
M0101044:::Binary College (City Campus)
C0300115:::Binzhou Medical University
U0505405:::Biola College, La Mirado, California
I0200917:::Birla Institute of Technology & Science, Pilani
U0540559:::Birmingham City University
U0401401:::Birmingham School Of Music
U0501402:::Birmingham-Southern College Birmingham
U0510402:::Biscyne College, Miami, Florida
U0544403:::Bishop College, Dallas, Tex
C0200149:::Bishop's University
C0200130:::Bishop's University lennoxilee, Quebec
U0542402:::Black Hills State College, Spearfish
U0514404:::Blackburn College, Carlinvillet, Illinois
U0531401:::Bloomfield College, Bloomfield, N.J
U0539407:::Bloomsburg State College, Bloomsburg
U0525402:::Blue Mountain College, Bulue Mountain
U0549403:::Bluefield State College, Bluefield, W. Va
U0536404:::Bluffton College, Bluffton, Ohio
S0200201:::Board Of Architects, Singapore
N0400204:::Board Of Physiotherapy, N.Z 
U0513101:::Boise State University, Boise, Idaho
U0401302:::Bolton Institute Of Technical, UK
I0200111:::Bombay University, Bombay, India
I0200302:::Bombay Veterinary College, India
A0800217:::Bond University, Gold Coast Of queensland
U0536405:::Borromed Seminary Of Ohio, Wickliffe
U0522409:::Boston College Chestnut Hill
U0522901:::Boston Conservatory Of Music, Boston
U0522410:::Boston State College, Boston, Mass
U0522101:::Boston Univeristy, Boston, Mass
U0551108:::Boston University
U0401303:::Bournemouth College Of Technical, UK
U0520402:::Bowdowin College, Brunswick, Maine
U0521401:::Bowie State College Bowle, Maryland
U0536102:::Bowling Green State University, Ohio
U0401836:::Bradfield College, Reading, Berkshire Rgt6ar
U0401160:::Bradford And Ilkley Community College
U0401104:::Bradford University, Bradford, UK
U0514101:::Bradley University, Peoria, Illinois
U0537101:::Bral Roberts University, Tulsa, Ohio
U0522102:::Brandies Univeristy, Waltham
C0200137:::Brandon University, Brandon, Man R7a 6a9
U0511407:::Brenau College, Gainesville, Ga
U0401821:::Brentwood School, UK
U0516402:::Briar Cliff Col., Sioux City, Ia
U0533402:::Briarcliff College, Briarcliff Manor
MAL00055:::Brickfields Asia College
U0507301:::Bridgeport Engineering Institute, Bridgeport
U0507101:::Bridgeport University, Bridgeport
U0547402:::Bridgewater College, Danville, Va
U0522411:::Bridgewater State College, Bridgewater
U0512101:::Brigham Young University, Hawaii, Campus, Laie
U0401304:::Brighton College Of Technical, Brighton
U0540524:::Brighton Polytechnic
U0545101:::Bringham Young University, Provo, Ut
U0401105:::Bristol University, Bristol, UK
U0401238:::British Association Of Occupational Therapist, UK
C0200102:::British Columbia, canada
M0100904:::British Council
U0401366:::British Institute Of Engineering Technical
U0401440:::British Institute Of Management, London
M0100620:::British Malaysian Institute (BMI)
U0401307:::Brixton Scholl Of Building, London
C0200132:::Brock University, St. Catharines, canada
U0401361:::Bromley Technical College, Kent, UK
U0401384:::BROOKE HOUSE Vith LECESSTERSHIRE
U0404121:::Brooklands College
U0533301:::Brooklyn Politechnic Institute, Brooklyn
U0505406:::Brooks Institute San Barbara, California
U0533498:::Broome Community College, New York
U0401484:::Brown & Brown College, UK
U0540101:::Brown University, Providence R.I
U0401106:::Brunel University, UK
U0543403:::Bryan College, Dayton, Tenn
U0401827:::Bryanston School, Blandford, Dorset
U0540402:::Bryant College Of Buss. Adm.Smithfield
U0539408:::Bryn Mawr College, Bryn Mawr, Penn
U0539481:::Buckenell University, Lewisburg, Penn
U0401402:::Buckinghamshire College Of High. Edu.
U0539101:::Bucknell University, Lewisburg, Penn
U0516403:::Buena Vista College, Storm Lake, Ia
M0101169:::Bukit Merah Laketown Institute of Allied Health Sciences
B1400501:::Bulgeria Chamber Of Commerce & Industry
J0200302:::Bunka fashion College, Japan
U0401807:::Burgess Hill School, UK
U0515102:::Butler University, Indiapolis, Indiana
U0539409:::Cabrini College, Radnor, Penn
F0400107:::Caen University, Normandy, France
E0200106:::Cairo University, Egypt
I0200113:::Calcutta University, India
U0531402:::Caldwell College, Newton, N.J
C0200103:::Calgary University, Canada
I0200114:::Calicut University, India
U0505407:::California Baptist College Riverside 
U0505408:::California College Of Arts & Crafts, Oakland
U0505409:::California College Pediatric Med., San Francisco
U0505410:::California Institute Of Arts, Valencia
U0505301:::California Institute Of Technical, Pasadena
U0505411:::California Lutheran College, Thousand Oaks 
U0505902:::California Maritime Academy, Vallejo, California
U0505101:::California Polytechnic State University, San Luis Obispo
U0505412:::California State College Bakerfield
U0505414:::California State College San Bernardino
U0505415:::California State College Stanislaus, Turlock
U0539410:::California State College, California, Penn
U0505102:::California State Polytechnic University, Pomona
U0505150:::California State University, Bakerfield, California
U0505103:::California State University, Chico
U0505104:::California State University, Fresno
U0505105:::California State University, Fullerton
U0505106:::California State University, Hayword
U0505107:::California State University, Humboldt, Arcata
U0505108:::California State University, Long Beach
U0505109:::California State University, Los Angeles
U0505110:::California State University, Northridge, La
U0505111:::California State University, Sacramento
U0505152:::California State University/Dominguz Hills
U0505118:::California University, San Francisco
U0515403:::Calumet College, Chicago, Indiana
U0523405:::Calvin College, Grand Rapids, Mich
U0401308:::Camborne School Of Mines Cornwall
U0401375:::Cambridge Tutors College
U0401107:::Cambridge University, UK
U0401362:::Cambridgeshire College Of Art & Technical, Cambridge
U0537102:::Cameron University, Lawton, Ohio
U0534405:::Campbell College, Buie's Creek, N.C
U0518404:::Campbellsville College, Kentucky
C0200201:::Canadian Institute Of Accountants
A0800401:::Canberra College Of Adv. Edu., Australia
U0401839:::Canford School, Wimborne,  Dorsef
U0533403:::Canisius College, Buffalo, New York
U0540562:::Canterbury Christ Church University
U0401404:::Canterbury College Of Arts, UK
N0400102:::Canterbury University, New Zealand
C0300120:::Capital Normal University (CNU)
U0536103:::Capital University, Columbus, Ohio
A0800402:::Capricornia Institute Of Adv. Edu., Australia
U0404401:::Cardiff College Of Food Technical, Wales
U0404150:::Cardiff University
U0526402:::Cardinal Glennon Col, St Louis, Mo
U0550403:::Cardinal Stritch College Milwaukee
U0524403:::Carleton College, Northfield, Minn
C0200104:::Carleton University, Canada
U0539411:::Carlow College, Pittburg, Penn
U0401403:::Carmberwell School Of Art & Crafts
U0539102:::Carnegie Mellon University
U0527401:::Carroll College, Helena, Montana
U0550404:::Carroll College, Waukesha, Win
U0543404:::Carson-Newman College, Jefferson City
U0550405:::Carthage College, Kenosha, Wis
U0536104:::Case W. Researve  University, Cleveland
U0551105:::Case Western Reserve University, Cleveland, Ohio
U0546402:::Castleton State College, Castleton
U0534406:::Catawba College, Salisbury, N.C 
U0401813:::Caterham School, UK
U0509102:::Catholic University Of America, Washington D.C.
B0500109:::Catholic University Of Leuven, belgium
A0800304:::Caulfield Institute Of Technical, Australia
M0100704:::Cbi-Conference Of British Industry
G0300001:::Cdc Cologne, W.Germany
U0539412:::Cedar Crest College, Allentwon, Penn
U0536406:::Cedarville College, Cedarville, Ohio
U0519401:::Centenary College Of Louisiana, Shreveport
U0507403:::Central Conn. State College New Britain
N0400301:::Central Institute Of Technical, Wel., N.Z
U0526403:::Central Meth. College, Fayette, Mo
U0523102:::Central Michigan University, Mt. Pleasant
U0526101:::Central Misouri State University, Warrensburg
A0800910:::Central Queensland University
U0401405:::Central School Of Arts & Design
U0537103:::Central State University, Edmond, Okla
U0536105:::Central State University, Wilberforce
U0516101:::Central University Of Iowa, Pella
U0548401:::Central Washington State College, Ellensburg
M0100601:::Centre Of Modern Language
U0505143:::Century University, Beverly Hills, California
MAL00020:::Certified Practising Accountant (CPA) - Australia
S0500101:::Ceylon University, Colombo
S0500102:::Ceylon University, Paradeniya
U0551204:::CFA Institute
M0100705:::Cftc-Commonwealth Fund Technical Coop'ti
U0528402:::Chadron State College, Chadron, Nebr.
S0700101:::Chalmers Tekn. Hogskolan, Goteborg
S0700107:::Chalmers University of Technology
U0512401:::Chaminade College of Honululu
U0505416:::Chapman College, Orange, California
U0401204:::Char. Institute Of Secretaries & Adm.UK
U0401205:::Char. Soc. Of Physiotheraphy, UK
U0401203:::Char.Institute Of Pub. Finance & Acc.
U0401131:::Charing Cross & Wesrminster Medical College
U0404116:::Charing Cross Medical School, UK
A0800125:::Charles Sturt University, Australia
C0400101:::Charles University in Prague
U0541403:::Charleston College, Charleston, S.C
U0400101:::Chart University Tutors, United Kingdom
U0540534:::Chartered Institute of Purchasing & Supply
U0401254:::Chartered Insurance Institute, UK (Cii)
U0401837:::Chaterhouse School, Godalming, Surrey
U0539413:::Chatham College, Pittsburg, Penn
U0401406:::Chelmer Institute Of Higher Edu., UK
U0401407:::Chelsea School Of Art, UK
U0401841:::Cheltenham School, Cheltenham
C0200208:::Chemistery Institute Of Canada
U0401853:::Cherwell Tutors 
U0401162:::Chester College
U0401356:::Chesterfield College Of Technical, Chesterfield
U0539414:::Chestnut Hill College Philadephia
U0539415:::Cheyney State College, Pittsburg, Penn
J0200109:::Chiba University, Chiba-Sh, Japan
U0514102:::Chicago State University, Chicago, Ill
A0800323:::Chisholm Institute Of Technology
N0400403:::Christchurch Teachers College, N.Z
U0543405:::Christian Brothers College, Memphis, Tn
U0551194:::Christian Brothers University
I0200322:::Christian Medical College (Hosp), vellore, Madras
U0547403:::Christoper Newport College, Newport News
H0500401:::Chu Hai College, Kowloon, H.K
T0300102:::Chulalongkorn University, Thailand
T0100104:::Chung Hsiang University, Taichung, Taiwan
M0100741:::Cirdaf
U0401465:::City & Guild Of London Institute London
U0401310:::City Of Birmingham Polytechnic, UK
U0401373:::City Of London Polytechnic, London
M0101063:::CITY University College of Science and Technology
U0533124:::City University Of New York, Queens College Flushing
U0533160:::City University Of New York, West 42 Street
U0533122:::City University Of New York/John Jay College  Ny
U0548107:::City University, Belleveu, Washington
U0401108:::City University, UK
I0300429:::CIVIL AVIATION TRAINING CENTRE - INDONESIA
U0541404:::Claflin College, Orangeburg, S.C
U0551185:::Claremont Graduate University 
U0505417:::Claremont Men's College California
A0800414:::Claremont Teachers College, Western Australia
U0539416:::Clarion State College Cheyney, Penn
U0511408:::Clark College, Atlanta, Ga
U0522103:::Clark Univeristy, Worcester, Mass
U0516404:::Clarke College, Dubuque, Iowa
U0533404:::Clarkson College Of Technical, Potsdam
U0533150:::Clarkson University, Potsdam, New York
F0400110:::Claude Bernard-Lyoni, Villeurbanne, France
U0541101:::Clemson University, Clemson, S.C
U0536407:::Cleveland Institute Of Art, Ohio
U0536107:::Cleveland State University, Ohio
U0516405:::Coe College, Cedar Rapids, Iowa
U0505418:::Cogswell College, San Francisco, California
U0541405:::Coker College, Hartville, S.C
U0520403:::Colby College, Waterville, Maines
U0401163:::Colchester Institute
U0533103:::Colgate University, Hamilton, N.Y
U0401463:::College Gower St. London, UK
U0540557:::College of Central London
U0403406:::College Of Commerce, Scotland
I0200916:::College Of Dental Science
C0200303:::College Of Fisheries, Newfoundland, Canada
U0533457:::College Of Insurance, New York
U0404402:::College Of Lib. Ship Wales, Aberystwth
A0800413:::College Of Nursing, Australia
C0200202:::College Of Physiotheraphy & Surgeons, Alberta
I0200201:::College Of Physiotheraphy & Surgeons, Bombay
C0200203:::College Of Physiotheraphy & Surgeons, Manitoba 
C0200204:::College Of Physiotheraphy & Surgeons, Saskatchewan
P0600407:::College of Public Health, University of the Philippines
U0401369:::College Of Radiographers, London
U0401324:::College Of St Mark And St John
U0404405:::College Of Swansea
P0100301:::College Of Vet. Sci. & Animal Husbandry, Lahore
U0404408:::College Of Wales, Dyfed
A0800319:::Collingwood Technical College Melbourne
M0100743:::Colombo Plan
U0401705:::Colombo Plan, UK
U0506402:::Colorado College, Colorado Spring
U0506301:::Colorado School Of Mines, Golden
U0506101:::Colorado State University, Fort Collins
U0506103:::Colorado University, Colorado, Spring 
U0506403:::Colorado Women's College, Denver
U0526404:::Columbia College, Columbia, Mo
U0541406:::Columbia College, Columbia, S.C
U0533455:::Columbia Greene Comm. Coll., Hudson, New York
U0521402:::Columbia Uniion College Takoma Park
U0533104:::Columbia University
U0533106:::Columbia University Teachers College, N.Y
A0800118:::Columbia University, Australia
U0533105:::columbia University, Barnard College, N.Y
U0511409:::Columbus College, Colonbus, Ga
M0100706:::Commonwealth
U0401704:::Commonwealth Youth Centre, UK
I0200704:::Commonwealth Youth Dev. Center., Chandiga, India
U0506499:::Community College Pambos Littleton, Colorado
P0600201:::Computer Society Of Philippines
U0549404:::Concord College, Athens, W. Va
U0401478:::Concord College, Bedford
U0524404:::Concordia College, Moorhead, Minn
U0524405:::Concordia College, St. Paul, Minn
U0514405:::Concordia Teachers College River Forest
U0528403:::Concordia Teachers College, Seward
U0543422:::Concordia University
U0401582:::Conjoint Examination Brd., UK
U0401146:::Connauaght College, University Of London, UK
U0507404:::Connecticut College New London, Connecticut
U0401382:::Conventry University
U0541407:::Converse College, Spartanburg, S.C
U0521403:::Coppin State College, Baltimore, Md
U0550117:::Corcodia University, Wisconsin
U0516406:::Cornell College, Mt. Vernon, Iowa
U0533110:::Cornell U., N.Y State School Of Ind. & Labour Rel
U0533107:::Cornell University, Ithaca
U0533108:::Cornell University, N.Y College Of Agri., Ithaca
U0533109:::Cornell University, N.Y College Of Human Ehology
U0401236:::Corporation Of Secretaries, UK
M0100623:::Cosmopoint College
U0401153:::Coughborough University Of technology
U0401234:::Council For Nati. Acad. Award, UK
U0401245:::Council Of Engineering Institution, England
U0401159:::Courtauld Institute Of Art (Uni. Of London)
U0511410:::Covenant College, Lookout Mountain
U0401152:::Coventry University, Priory St. Coventry
U0540414:::Coventry University, UK
A0800920:::CPA Australia
U0516409:::Craceland College, Lamoni, Iowa
U0523901:::Cranbrock Academy Of Art, Bloomfield Hills
U0540561:::Cranfield University
U0401456:::Cranfiled Institute Of Mgmt., UK
U0401834:::Cranleigh School, Ashford, Kent
U0401364:::Cransfield Institute Of Technical, UK
U0528101:::Creigton University, Omaha, Nebr
U0800001:::Crimea State Medical University
M0100756:::Crown Agent
U0526405:::Culver-Stockton College, Canton, Md
U0518405:::Cumberland College, Williamsburg
U0522412:::Curry College, Milton, Mass
A0800119:::Curtin University
M0101091:::Curtin University Sarawak 
U0401701:::C'wealth Institute of Entomology, London
U0401702:::C'wealth Institute Of Helminthology, UK
U0401703:::C'wealth Mycological Institute UK
U0401706:::C'wealth Science Industrial Research Org.(Csiro)
M0101007:::Cyberjaya University College
C1600101:::Czech Technical University Prague, Czechoslovakia
B0300301:::Dacca Medical College, Bangladesh
B0300102:::Dacca University, Bangladesh
U0533406:::Dacmon College, Buffalo, New York
U0542403:::Dakota State College, Madion., S.D
U0542101:::Dakota Wesleyan University, Metchell
C0200105:::Dalhousie University, Halifax, Canada
U0544404:::Dallas Baptist College, Dallas, Tex
U0544103:::Dallas University, Irving, Ted
S2400101:::Damascus University, Syria
U0528404:::Dana College, Blair, Nebr.
M0100738:::danida
D0100104:::Danmarks  Ingeniorakademi, Aalborg
D0100105:::Danmarks  Ingeniorakademi, Kobenhavn 
D0100102:::Danmarks Tekn. Hojskole, Kobenhavn 
A0800403:::Darling Downs Institute Of Adv. Ed.Queensland
U0530401:::Dartmouth College, Hanover, N.H
E0200112:::Darul Ifta Republik Arab, Mesir
M0101017:::Darul Quran 
I0200154:::Darul Uloom University, Deoband, India
U0401820:::Dauntsey's School, UK
I0200311:::Davangere Medical College, Mysore, India
P0600406:::Davao Medical School Foundation, Inc
U0543406:::David Lipscomb College, Nashville
U0534407:::Davidson College, Davidson, N.C
U0401486:::Davies College, UK
U0549405:::Davis & Wlkins College, elkins, W. Va
U0536108:::Dayton University, Dayton, Ohio
U0533306:::Daytop International Institute, New York
F0400121:::De I'universite De Besancon, Universite De
U0401322:::De Montford University
U0405003:::De Montfort University, Leicester UK
C0200106:::De Sherbrooke University, Canada
A0800134:::Deakin University, Australia - Burwood, Rusden, Toorak
A0800102:::Deakin University, Australia - Geelong Woolstore
P0100101:::Decca University, Pakistan
U0516901:::Defence Information School, Indiana
U0536408:::Defiance College, Defiance, Ohio
U0508401:::Delaware State College, Dover
U0539417:::Delaware Valley college Of Sci. & Agri. Doylestown
N0300313:::Delft University of Technology
I0200115:::Delhi University, India
U0525403:::Delta State College  Cleveland, Miss
P0100302:::De'montmorency College Of Dentistry, Lahore
U0506411:::Den Auraria Community College, Denver, Colorado
U0536109:::Denison University, Granville, Ohio
U0540520:::Department Of Transport, UK
U0514104:::Depaul University, Chicago, Illinois
U0515103:::DepauwUniversity, Greencastle, Indiana
U0401311:::Derby & Dist. College Of Technical, UK
U0401390:::Derbyshire College Of Higher Education, Derby
U0523301:::Detroit INstitute Of Technical, Detroit
I0200116:::Dibrugarh University, Dibrugarh, India
U0535401:::Dickinson State College, Dickinson
U0539418:::Dickinsoon College, Charlisle, Penn
U0519101:::Dillard University, New Orleans, Loui
S0200408:::Dimensions International College
U0509103:::Dist. Of Columbia University, D.C.
U0516407:::Divine Word College, Epworth, Iowa
U0551192:::Doane College
U0528405:::Doane College, Crete, Nebr.
